ip_src,ip_dst,proto,port_src,port_dst,label,loss
192.168.2.7,192.168.2.1,6,5901,55424,0,-1
192.168.2.7,192.168.2.1,6,59890,55424,0,-1
192.168.2.7,192.168.2.1,6,59570,55424,0,-1
192.168.2.7,192.168.2.1,6,5197,55424,0,-1
192.168.2.7,192.168.2.1,6,6029,55424,0,-1
192.168.2.7,192.168.2.1,6,5837,55424,0,-1
192.168.2.1,192.168.2.7,6,55424,12816,0,-1
192.168.2.7,192.168.2.1,6,4685,55424,0,-1
192.168.2.7,192.168.2.1,6,4877,55424,0,-1
192.168.2.1,192.168.2.7,6,55424,39802,0,-1
192.168.2.7,192.168.2.1,6,60466,55424,0,-1
192.168.2.7,192.168.2.1,6,60786,55424,0,-1
192.168.2.7,192.168.2.1,6,6221,55424,0,-1
192.168.2.1,192.168.2.7,6,55424,10768,0,-1
192.168.2.7,192.168.2.1,6,6413,55424,0,-1
192.168.2.1,192.168.2.7,6,55424,55087,0,-1
192.168.2.7,192.168.2.1,6,58866,55424,0,-1
192.168.2.7,192.168.2.1,6,58546,55424,0,-1
192.168.2.1,192.168.2.7,6,55424,55727,0,-1
192.168.2.7,192.168.2.1,6,7437,55424,0,-1
192.168.2.1,192.168.2.7,6,55424,8720,0,-1
192.168.2.7,192.168.2.1,6,7565,55424,0,-1
192.168.2.1,192.168.2.7,6,55424,30597,0,-1
192.168.2.1,192.168.2.7,6,55424,55407,0,-1
192.168.2.1,192.168.2.7,6,55424,16581,0,-1
192.168.2.7,192.168.2.1,6,63346,55424,0,-1
192.168.2.1,192.168.2.7,6,55424,47994,0,-1
192.168.2.1,192.168.2.7,6,55424,59823,0,-1
192.168.2.7,192.168.2.1,6,2317,55424,0,-1
192.168.2.7,192.168.2.1,6,2125,55424,0,-1
192.168.2.1,192.168.2.7,6,55424,46138,0,-1
192.168.2.1,192.168.2.7,6,55424,45946,0,-1
192.168.2.1,192.168.2.7,6,55424,20357,0,-1
192.168.2.7,192.168.2.1,6,61810,55424,0,-1
192.168.2.1,192.168.2.7,6,55424,6672,0,-1
192.168.2.7,192.168.2.1,6,62450,55424,0,-1
192.168.2.7,192.168.2.1,6,1741,55424,0,-1
192.168.2.7,192.168.2.1,6,1101,55424,0,-1
192.168.2.1,192.168.2.7,6,55424,1168,0,-1
192.168.2.7,192.168.2.1,6,1421,55424,0,-1
192.168.2.7,192.168.2.1,6,1805,55424,0,-1
192.168.2.1,192.168.2.7,6,55424,65263,0,-1
192.168.2.7,192.168.2.1,6,64882,55424,0,-1
192.168.2.7,192.168.2.1,6,717,55424,0,-1
192.168.2.7,192.168.2.1,6,269,55424,0,-1
192.168.2.7,192.168.2.1,6,65074,55424,0,-1
192.168.2.1,192.168.2.7,6,55424,24133,0,-1
192.168.2.7,192.168.2.1,6,589,55424,0,-1
192.168.2.7,192.168.2.1,6,54642,55424,0,-1
192.168.2.7,192.168.2.1,6,10957,55424,0,-1
192.168.2.7,192.168.2.1,6,10509,55424,0,-1
192.168.2.7,192.168.2.1,6,11021,55424,0,-1
192.168.2.1,192.168.2.7,6,55424,49850,0,-1
192.168.2.1,192.168.2.7,6,55424,14597,0,-1
192.168.2.7,192.168.2.1,6,54258,55424,0,-1
192.168.2.1,192.168.2.7,6,55424,12485,0,-1
192.168.2.1,192.168.2.7,6,55424,14213,0,-1
192.168.2.1,192.168.2.7,6,55424,25104,0,-1
192.168.2.1,192.168.2.7,6,55424,39343,0,-1
192.168.2.1,192.168.2.7,6,55424,40687,0,-1
192.168.2.1,192.168.2.7,6,55424,54330,0,-1
192.168.2.1,192.168.2.7,6,55424,32879,0,-1
192.168.2.1,192.168.2.7,6,55424,10437,0,-1
192.168.2.1,192.168.2.7,6,55424,32080,0,-1
192.168.2.1,192.168.2.7,6,55424,54778,0,-1
192.168.2.7,192.168.2.1,6,55346,55424,0,-1
192.168.2.1,192.168.2.7,6,55424,29648,0,-1
192.168.2.7,192.168.2.1,6,8973,55424,0,-1
192.168.2.7,192.168.2.1,6,56818,55424,0,-1
192.168.2.7,192.168.2.1,6,57330,55424,0,-1
192.168.2.1,192.168.2.7,6,55424,36591,0,-1
192.168.2.1,192.168.2.7,6,55424,30032,0,-1
192.168.2.7,192.168.2.1,6,14029,55424,0,-1
192.168.2.1,192.168.2.7,6,55424,4357,0,-1
192.168.2.1,192.168.2.7,6,55424,5701,0,-1
192.168.2.7,192.168.2.1,6,13709,55424,0,-1
192.168.2.1,192.168.2.7,6,55424,47215,0,-1
192.168.2.7,192.168.2.1,6,51698,55424,0,-1
192.168.2.1,192.168.2.7,6,55424,7749,0,-1
192.168.2.7,192.168.2.1,6,13197,55424,0,-1
192.168.2.1,192.168.2.7,6,55424,45487,0,-1
192.168.2.1,192.168.2.7,6,55424,46895,0,-1
192.168.2.7,192.168.2.1,6,52402,55424,0,-1
192.168.2.7,192.168.2.1,6,12877,55424,0,-1
192.168.2.7,192.168.2.1,6,50354,55424,0,-1
192.168.2.7,192.168.2.1,6,15117,55424,0,-1
192.168.2.1,192.168.2.7,6,55424,44783,0,-1
192.168.2.1,192.168.2.7,6,55424,64378,0,-1
192.168.2.1,192.168.2.7,6,55424,197,0,-1
192.168.2.7,192.168.2.1,6,50866,55424,0,-1
192.168.2.7,192.168.2.1,6,16141,55424,0,-1
192.168.2.1,192.168.2.7,6,55424,62138,0,-1
192.168.2.1,192.168.2.7,6,55424,23056,0,-1
192.168.2.1,192.168.2.7,6,55424,23696,0,-1
192.168.2.1,192.168.2.7,6,55424,2245,0,-1
192.168.2.7,192.168.2.1,6,15629,55424,0,-1
192.168.2.1,192.168.2.7,6,55424,37392,0,-1
192.168.2.7,192.168.2.1,6,38450,55424,0,-1
192.168.2.1,192.168.2.7,6,55424,28399,0,-1
192.168.2.1,192.168.2.7,6,55424,26735,0,-1
192.168.2.7,192.168.2.1,6,26701,55424,0,-1
192.168.2.1,192.168.2.7,6,55424,51077,0,-1
192.168.2.1,192.168.2.7,6,55424,13818,0,-1
192.168.2.1,192.168.2.7,6,55424,40272,0,-1
192.168.2.7,192.168.2.1,6,28237,55424,0,-1
192.168.2.7,192.168.2.1,6,37234,55424,0,-1
192.168.2.1,192.168.2.7,6,55424,26415,0,-1
192.168.2.7,192.168.2.1,6,36914,55424,0,-1
192.168.2.1,192.168.2.7,6,55424,10938,0,-1
192.168.2.1,192.168.2.7,6,55424,53509,0,-1
192.168.2.1,192.168.2.7,6,55424,54853,0,-1
192.168.2.1,192.168.2.7,6,55424,53445,0,-1
192.168.2.1,192.168.2.7,6,55424,30831,0,-1
192.168.2.7,192.168.2.1,6,25805,55424,0,-1
192.168.2.7,192.168.2.1,6,40306,55424,0,-1
192.168.2.1,192.168.2.7,6,55424,35344,0,-1
192.168.2.1,192.168.2.7,6,55424,29103,0,-1
