ip_src,ip_dst,proto,port_src,port_dst,label,loss
192.168.2.7,192.168.2.1,6,30614,55424,0,-1
192.168.2.1,192.168.2.7,6,55424,7198,0,-1
192.168.2.1,192.168.2.7,6,55424,20171,0,-1
192.168.2.7,192.168.2.1,6,34153,55424,0,-1
192.168.2.1,192.168.2.7,6,55424,22219,0,-1
192.168.2.7,192.168.2.1,6,33449,55424,0,-1
192.168.2.7,192.168.2.1,6,32150,55424,0,-1
192.168.2.1,192.168.2.7,6,55424,42356,0,-1
192.168.2.7,192.168.2.1,6,22294,55424,0,-1
192.168.2.7,192.168.2.1,6,23126,55424,0,-1
192.168.2.7,192.168.2.1,6,22742,55424,0,-1
192.168.2.1,192.168.2.7,6,55424,29726,0,-1
192.168.2.7,192.168.2.1,6,18518,55424,0,-1
192.168.2.7,192.168.2.1,6,18838,55424,0,-1
192.168.2.7,192.168.2.1,6,45417,55424,0,-1
192.168.2.7,192.168.2.1,6,20374,55424,0,-1
192.168.2.7,192.168.2.1,6,17174,55424,0,-1
192.168.2.1,192.168.2.7,6,55424,15968,0,-1
192.168.2.1,192.168.2.7,6,55424,38602,0,-1
192.168.2.7,192.168.2.1,6,5673,55424,0,-1
192.168.2.1,192.168.2.7,6,55424,38986,0,-1
192.168.2.7,192.168.2.1,6,6697,55424,0,-1
192.168.2.7,192.168.2.1,6,58966,55424,0,-1
192.168.2.1,192.168.2.7,6,55424,30069,0,-1
192.168.2.7,192.168.2.1,6,3753,55424,0,-1
192.168.2.7,192.168.2.1,6,64406,55424,0,-1
192.168.2.7,192.168.2.1,6,64918,55424,0,-1
192.168.2.1,192.168.2.7,6,55424,23093,0,-1
192.168.2.1,192.168.2.7,6,55424,42698,0,-1
192.168.2.7,192.168.2.1,6,10601,55424,0,-1
192.168.2.1,192.168.2.7,6,55424,13301,0,-1
192.168.2.1,192.168.2.7,6,55424,12853,0,-1
192.168.2.7,192.168.2.1,6,9769,55424,0,-1
192.168.2.7,192.168.2.1,6,8681,55424,0,-1
192.168.2.1,192.168.2.7,6,55424,16608,0,-1
192.168.2.1,192.168.2.7,6,55424,20384,0,-1
192.168.2.7,192.168.2.1,6,15337,55424,0,-1
192.168.2.7,192.168.2.1,6,50582,55424,0,-1
192.168.2.7,192.168.2.1,6,38294,55424,0,-1
192.168.2.7,192.168.2.1,6,37590,55424,0,-1
192.168.2.7,192.168.2.1,6,39510,55424,0,-1
192.168.2.7,192.168.2.1,6,26281,55424,0,-1
192.168.2.1,192.168.2.7,6,55424,17439,0,-1
192.168.2.7,192.168.2.1,6,35606,55424,0,-1
192.168.2.1,192.168.2.7,6,55424,59957,0,-1
192.168.2.1,192.168.2.7,6,55424,45280,0,-1
192.168.2.7,192.168.2.1,6,36758,55424,0,-1
192.168.2.7,192.168.2.1,6,34006,55424,0,-1
192.168.2.1,192.168.2.7,6,55424,64693,0,-1
192.168.2.1,192.168.2.7,6,55424,64501,0,-1
192.168.2.7,192.168.2.1,6,31721,55424,0,-1
192.168.2.7,192.168.2.1,6,33174,55424,0,-1
192.168.2.7,192.168.2.1,6,33558,55424,0,-1
192.168.2.1,192.168.2.7,6,55424,28362,0,-1
192.168.2.1,192.168.2.7,6,55424,39477,0,-1
192.168.2.1,192.168.2.7,6,55424,32522,0,-1
192.168.2.7,192.168.2.1,6,41238,55424,0,-1
192.168.2.7,192.168.2.1,6,46294,55424,0,-1
192.168.2.7,192.168.2.1,6,18601,55424,0,-1
192.168.2.1,192.168.2.7,6,55424,65440,0,-1
192.168.2.7,192.168.2.1,6,18281,55424,0,-1
192.168.2.7,192.168.2.1,6,16745,55424,0,-1
192.168.2.1,192.168.2.7,6,55424,61664,0,-1
192.168.2.1,192.168.2.7,6,55424,3103,0,-1
192.168.2.1,192.168.2.7,6,55424,5596,0,-1
192.168.2.7,192.168.2.1,6,63383,55424,0,-1
192.168.2.1,192.168.2.7,6,55424,20169,0,-1
192.168.2.1,192.168.2.7,6,55424,46070,0,-1
192.168.2.1,192.168.2.7,6,55424,25244,0,-1
192.168.2.7,192.168.2.1,6,54039,55424,0,-1
192.168.2.1,192.168.2.7,6,55424,12361,0,-1
192.168.2.1,192.168.2.7,6,55424,39139,0,-1
192.168.2.1,192.168.2.7,6,55424,53814,0,-1
192.168.2.1,192.168.2.7,6,55424,54262,0,-1
192.168.2.7,192.168.2.1,6,9896,55424,0,-1
192.168.2.7,192.168.2.1,6,56727,55424,0,-1
192.168.2.7,192.168.2.1,6,9064,55424,0,-1
192.168.2.7,192.168.2.1,6,13288,55424,0,-1
192.168.2.7,192.168.2.1,6,12328,55424,0,-1
192.168.2.1,192.168.2.7,6,55424,58742,0,-1
192.168.2.1,192.168.2.7,6,55424,51273,0,-1
192.168.2.7,192.168.2.1,6,39191,55424,0,-1
192.168.2.7,192.168.2.1,6,39319,55424,0,-1
192.168.2.1,192.168.2.7,6,55424,9590,0,-1
192.168.2.1,192.168.2.7,6,55424,57033,0,-1
192.168.2.7,192.168.2.1,6,29160,55424,0,-1
192.168.2.1,192.168.2.7,6,55424,45916,0,-1
192.168.2.7,192.168.2.1,6,31080,55424,0,-1
192.168.2.7,192.168.2.1,6,33495,55424,0,-1
192.168.2.1,192.168.2.7,6,55424,27830,0,-1
192.168.2.7,192.168.2.1,6,21480,55424,0,-1
192.168.2.7,192.168.2.1,6,20648,55424,0,-1
192.168.2.1,192.168.2.7,6,55424,36617,0,-1
192.168.2.7,192.168.2.1,6,23912,55424,0,-1
192.168.2.7,192.168.2.1,6,20136,55424,0,-1
192.168.2.1,192.168.2.7,6,55424,58012,0,-1
192.168.2.7,192.168.2.1,6,18408,55424,0,-1
192.168.2.7,192.168.2.1,6,48343,55424,0,-1
192.168.2.1,192.168.2.7,6,55424,28125,0,-1
192.168.2.1,192.168.2.7,6,55424,14088,0,-1
192.168.2.7,192.168.2.1,6,60968,55424,0,-1
192.168.2.7,192.168.2.1,6,6359,55424,0,-1
192.168.2.7,192.168.2.1,6,8087,55424,0,-1
192.168.2.1,192.168.2.7,6,55424,5896,0,-1
192.168.2.1,192.168.2.7,6,55424,4168,0,-1
192.168.2.7,192.168.2.1,6,3351,55424,0,-1
192.168.2.7,192.168.2.1,6,1815,55424,0,-1
192.168.2.1,192.168.2.7,6,55424,62839,0,-1
192.168.2.1,192.168.2.7,6,55424,23389,0,-1
192.168.2.1,192.168.2.7,6,55424,40311,0,-1
192.168.2.7,192.168.2.1,6,55848,55424,0,-1
192.168.2.1,192.168.2.7,6,55424,47671,0,-1
192.168.2.7,192.168.2.1,6,50344,55424,0,-1
192.168.2.1,192.168.2.7,6,55424,61666,0,-1
192.168.2.7,192.168.2.1,6,38568,55424,0,-1
192.168.2.7,192.168.2.1,6,28567,55424,0,-1
192.168.2.7,192.168.2.1,6,25687,55424,0,-1
192.168.2.1,192.168.2.7,6,55424,34504,0,-1
192.168.2.1,192.168.2.7,6,55424,29879,0,-1
192.168.2.7,192.168.2.1,6,40616,55424,0,-1
192.168.2.7,192.168.2.1,6,30103,55424,0,-1
192.168.2.7,192.168.2.1,6,35688,55424,0,-1
192.168.2.7,192.168.2.1,6,29591,55424,0,-1
192.168.2.1,192.168.2.7,6,55424,58397,0,-1
