ip_src,ip_dst,proto,port_src,port_dst,label,loss
169.254.174.17,239.255.255.250,17,1900,51139,0,-1
169.254.174.17,224.0.0.252,17,5355,56175,1,-1
169.254.174.17,224.0.0.252,17,5355,60275,1,-1
169.254.174.17,224.0.0.252,17,5355,51867,1,-1
169.254.174.17,224.0.0.252,17,5355,56175,1,-1
169.254.174.17,224.0.0.252,17,5355,60275,1,-1
169.254.174.17,224.0.0.252,17,5355,51867,1,-1
169.254.174.17,224.0.0.252,17,5355,60275,1,-1
169.254.174.17,224.0.0.252,17,5355,51867,1,-1
169.254.174.17,224.0.0.252,17,5355,60275,1,-1
192.168.2.7,192.168.2.1,6,58455,55424,0,-1
192.168.2.1,192.168.2.7,6,55424,443,0,-1
192.168.2.1,192.168.2.7,6,55424,42029,0,-1
192.168.2.1,192.168.2.7,6,55424,60064,0,-1
192.168.2.7,192.168.2.1,6,32952,55424,0,-1
192.168.2.1,192.168.2.7,6,55424,20356,0,-1
192.168.2.7,192.168.2.1,6,28749,55424,0,-1
192.168.2.7,192.168.2.1,6,5900,55424,0,-1
192.168.2.7,192.168.2.1,6,62323,55424,0,-1
192.168.2.7,192.168.2.1,6,61937,55424,0,-1
169.254.174.17,224.0.0.252,17,5355,60275,1,-1
192.168.2.1,192.168.2.7,6,55424,19953,0,-1
192.168.2.7,192.168.2.1,6,30090,55424,0,-1
192.168.2.7,192.168.2.1,6,50570,55424,0,-1
192.168.2.7,192.168.2.1,6,61300,55424,0,-1
192.168.2.7,192.168.2.1,6,63668,55424,0,-1
192.168.2.7,192.168.2.1,6,17099,55424,0,-1
192.168.2.7,192.168.2.1,6,29750,55424,0,-1
192.168.2.1,192.168.2.7,6,55424,57120,0,-1
192.168.2.1,192.168.2.7,6,55424,16924,0,-1
192.168.2.7,192.168.2.1,6,13704,55424,0,-1
192.168.2.7,192.168.2.1,6,39607,55424,0,-1
192.168.2.1,192.168.2.7,6,55424,30499,0,-1
192.168.2.7,192.168.2.1,6,42999,55424,0,-1
192.168.2.1,192.168.2.7,6,55424,29750,0,-1
192.168.2.1,192.168.2.7,6,55424,25949,0,-1
192.168.2.1,192.168.2.7,6,55424,13956,0,-1
192.168.2.1,192.168.2.7,6,55424,42299,0,-1
192.168.2.7,192.168.2.1,6,44573,55424,0,-1
192.168.2.7,192.168.2.1,6,32866,55424,0,-1
192.168.2.1,192.168.2.7,6,55424,8367,0,-1
192.168.2.7,192.168.2.1,6,63907,55424,0,-1
192.168.2.7,192.168.2.1,6,52003,55424,0,-1
192.168.2.7,192.168.2.1,6,27363,55424,0,-1
192.168.2.7,192.168.2.1,6,23843,55424,0,-1
192.168.2.7,192.168.2.1,6,20830,55424,0,-1
192.168.2.7,192.168.2.1,6,48929,55424,0,-1
192.168.2.7,192.168.2.1,6,6369,55424,0,-1
192.168.2.1,192.168.2.7,6,55424,17813,0,-1
192.168.2.7,192.168.2.1,6,24993,55424,0,-1
192.168.2.1,192.168.2.7,6,55424,30531,0,-1
192.168.2.7,192.168.2.1,6,57760,55424,0,-1
192.168.2.1,192.168.2.7,6,55424,42626,0,-1
192.168.2.1,192.168.2.7,6,55424,28200,0,-1
192.168.2.7,192.168.2.1,6,37088,55424,0,-1
192.168.2.7,192.168.2.1,6,30879,55424,0,-1
192.168.2.1,192.168.2.7,6,55424,16386,0,-1
192.168.2.1,192.168.2.7,6,55424,53979,0,-1
192.168.2.7,192.168.2.1,6,15386,55424,0,-1
192.168.2.1,192.168.2.7,6,55424,16014,0,-1
192.168.2.1,192.168.2.7,6,55424,18894,0,-1
192.168.2.1,192.168.2.7,6,55424,16741,0,-1
192.168.2.7,192.168.2.1,6,30821,55424,0,-1
192.168.2.1,192.168.2.7,6,55424,31513,0,-1
192.168.2.7,192.168.2.1,6,58331,55424,0,-1
192.168.2.7,192.168.2.1,6,2340,55424,0,-1
192.168.2.7,192.168.2.1,6,64667,55424,0,-1
192.168.2.1,192.168.2.7,6,55424,32396,0,-1
192.168.2.1,192.168.2.7,6,55424,61798,0,-1
192.168.2.1,192.168.2.7,6,55424,18061,0,-1
192.168.2.1,192.168.2.7,6,55424,24743,0,-1
192.168.2.7,192.168.2.1,6,31259,55424,0,-1
192.168.2.7,192.168.2.1,6,42212,55424,0,-1
192.168.2.1,192.168.2.7,6,55424,42635,0,-1
192.168.2.1,192.168.2.7,6,55424,61793,0,-1
